날짜,제목,작가,생존여부,연도,재료,크기,추정가,낙찰가
2017-07-25,묵매도,서암 김유성,사망,null,종이에 수묵,32.5×47cm,"10,000,000","13,000,000"
2017-07-25,초충도,표암 강세황,사망,null,종이에 수묵담채,25×46.5cm,"30,000,000","31,000,000"
2017-07-25,적벽부,기야 이방운,사망,null,종이에 수묵담채,64.5×47cm,"45,000,000","55,000,000"
2017-07-25,광암 한용화 초상,광암 한용화,사망,null,비단에 수묵채색,45.5×63cm,"90,000,000","90,000,000"
2017-07-25,화조영모서수도10곡병,작자미상,null,null,종이에 수묵채색,각 113×33.3cm,"60,000,000",N/A
2017-07-25,묵죽도,수운 유덕장,사망,null,종이에 수묵,85.5×47.5cm,"20,000,000","20,000,000"
2017-07-25,매죽도 대련,호은 홍수주,사망,null,종이에 수묵담채,각 115×58cm,"40,000,000",N/A
2017-07-25,조어도,현재 심사정,사망,null,종이에 수묵담채,25×19.6cm,"40,000,000","40,000,000"
2017-07-25,팔준도,현재 심사정,사망,null,종이에 수묵채색,25.5×34.4cm,"40,000,000","46,000,000"
2017-07-25,우중기려도,호생관 최북,사망,null,종이에 수묵담채,33.7×23cm,"40,000,000","40,000,000"
2017-07-25,화조도6첩,작자미상,null,null,종이에 수묵담채,각 26.3×19.8cm,"15,000,000","15,000,000"
2017-07-25,모란도 2폭 가리개,작자미상,null,null,종이에 수묵채색,136×38cm,"20,000,000","22,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,11.1×15.1cm,"4,000,000","5,200,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,11.1×15cm,"4,000,000","5,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,"11.3×14.9cm, 11.5×15cm, 10.1×14.9cm","10,000,000","13,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,각 11.3×14.9cm,"10,000,000","13,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,"11.3×13.2cm, 11.3×14.9cm, 11.3×14.3cm","10,000,000","13,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,각 11.3×14.9cm,"10,000,000","13,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,"11.3×14.5cm, 11.3×14.4cm, 11.1×14.8cm","10,000,000","13,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,"11.3×14.8cm, 11.3×14.9cm, 10.5×14.9cm","10,000,000","13,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,각 11.4×14.8cm,"10,000,000","13,000,000"
2017-05-22,사랑의 계절 삽화,천경자,사망,null,종이에 먹,"11.3×14.7cm, 11.2×14.9cm","7,000,000","8,700,000"
2017-05-22,무제,천경자,사망,null,석판화,31×43cm,"1,000,000","1,100,000"
2017-05-22,무제,노은님,사망,1988,종이에 채색,47.6×67.8cm,"1,000,000","1,100,000"
2017-05-22,풍경,황영성,사망,1975,캔버스에 유채,31.8×40.9cm,"1,500,000","1,500,000"
2017-05-22,백자유정,박창돈,사망,1992,캔버스에 유채,45×37cm,"4,500,000","4,500,000"
2017-05-22,신화에서,김영주,사망,null,캔버스에 유채,70.4×90.2cm,"4,500,000","4,500,000"
2017-05-22,십장생도,최영림,사망,null,비단에 수묵담채,56.5×150cm,"13,000,000","13,000,000"
2017-05-22,풍경,임직순,사망,1986.6,캔버스에 유채,54×79cm,"18,000,000","18,000,000"
2017-05-22,무제,야요이 쿠사마,사망,null,브론즈,10.8×15.6cm,"10,000,000","10,000,000"
2017-05-22,함부르크,오지호,사망,1974.3,종이에 연필,21.8×29cm,"2,000,000","2,600,000"
2017-05-22,문자추상,고암 이응노,사망,1973,한지에 먹`,72.8×68cm,"5,000,000",N/A
2017-05-22,군현아집,고암 이응노,사망,null,목판화,22.8×67.7cm,"700,000",N/A
2017-05-22,고추,고암 이응노,사망,1979,종이에 수묵담채,134.4×67.8cm,"6,000,000","9,000,000"
2017-05-22,문자추상,고암 이응노,사망,1964,한지에 채색,128.5×66cm,"8,000,000",N/A
2017-05-22,"부엉이, 한",운보 김기창,사망,null,종이에 펜,21.6×27cm,"3,500,000","3,500,000"
2017-05-22,풍속화첩,목불 장운상,사망,null,종이에 수묵채색,각 20.4×24.9cm,"4,000,000",N/A
2017-05-22,정물,유산 민경갑,사망,1979,종이에 수묵담채,48×52.8cm,"1,000,000","1,000,000"
2017-05-22,백장미,월전 장우성,사망,1972,종이에 수묵담채,23.5×27cm,"1,000,000","1,000,000"
2017-05-22,복숭아,구룡산인 김용진,사망,null,종이에 수묵담채,56×32cm,"1,000,000",N/A
2017-05-22,우경산수도,의재 허백련,사망,null,종이에 수묵담채,27.5×49cm,"2,500,000","3,000,000"
2017-05-22,포대화상도,심전 안중식,사망,null,비단에 수묵담채,123.5×33.5cm,"3,000,000","3,000,000"
2017-05-22,신선도,심전 안중식,사망,null,종이에 수묵담채,96×43cm,"3,000,000",N/A
2017-05-22,신선도,심향 박승무,사망,1977,비단에 수묵담채,111×33.2cm,"1,500,000","1,600,000"
2017-05-22,산수도8곡병,제당 배렴,사망,null,종이에 수묵담채,각 112×25cm,"3,000,000","3,300,000"
2017-05-22,송호도,우석 황종하,사망,null,종이에 수묵담채,122.1×47.3cm,"1,500,000","2,000,000"
2017-05-22,-,null,null,null,,N/A,"2,500,000",N/A
2017-05-22,계산무진,춘곡 고희동,사망,1950,종이에 수묵담채,23.5×114.5cm,"1,500,000","2,400,000"
2017-05-22,개대환희,관재 이도영,사망,null,종이에 수묵담채,34.8×46cm,"1,000,000","2,000,000"
2017-05-22,춘일원방,소정 변관식,사망,null,비단에 수묵담채,32.6×125cm,"4,000,000","4,200,000"
2017-05-22,유압도,작자미상,null,null,종이에 수묵담채,55.4×31.8cm,"1,000,000","1,000,000"
2017-05-22,"묵죽도, 묵란도",작자미상,null,null,종이에 수묵,"31×17.9cm, 30.8×22.8cm","2,000,000",N/A
2017-05-22,하경산수,청전 이상범,사망,1959,종이에 수묵담채,24×32.7cm,"8,000,000","9,000,000"
2017-05-22,무창춘색,소정 변관식,사망,null,종이에 수묵담채,34cm,"12,000,000",N/A
2017-05-22,"운림청효, 추산소사",청전 이상범,사망,null,종이에 수묵담채,각 138×34cm,"15,000,000","15,000,000"
2017-05-22,춘산귀은,청전 이상범,사망,null,종이에 수묵담채,127×32cm,"3,500,000","4,600,000"
2017-05-22,산수도,소정 변관식,사망,null,종이에 수묵담채,130×32.4cm,"3,000,000","3,000,000"
2017-05-22,묵란도,소호 김응원,사망,null,종이에 수묵담채,22.8×34.3cm,"1,000,000","1,600,000"
2017-05-22,묵란도 6폭,소호 김응원,사망,null,종이에 수묵담채,각 28×40.9cm,"3,000,000","3,000,000"
2017-05-22,산수도,애춘 신명연,사망,null,비단에 수묵담채,146.9×43.2cm,"2,500,000","2,600,000"
2017-05-22,산수인물도,소초,null,null,종이에 수묵담채,78.2×34.4cm,"5,000,000","5,000,000"
2017-05-22,모란도,현재 심사정,사망,null,종이에 수묵,30×20cm,"6,000,000",N/A
2017-05-22,사군자도4폭,소치 허련,사망,null,종이에 수묵,각 47×22.5cm,"4,000,000","6,000,000"
2017-05-22,묵죽도,표암 강세황,사망,null,비단에 먹,111.4×44.9cm,"8,000,000","8,000,000"
2017-05-22,묵포도도,휴휴당 이계호,사망,null,종이에 수묵,56.8×35.5cm,"8,000,000","8,000,000"
2017-05-22,묵죽도,탄은 이정,사망,null,종이에 수묵,40.5×43cm,"15,000,000","15,000,000"
2017-05-22,묵국도,겸재 정선,사망,null,종이에 수묵,28.7×37cm,"20,000,000","21,000,000"
2017-05-22,산수인물도,소치 허련,사망,null,종이에 수묵담채,97.4×31.5cm,"3,000,000","3,000,000"
2017-05-22,고사인물도,전 단원 김홍도,사망,null,종이에 수묵담채,117.3×49.4cm,"40,000,000","4,000,000"
2017-05-22,까치,전 단원 김홍도,사망,null,종이에 수묵담채,40.8×32.3cm,"45,000,000","45,000,000"
2017-05-22,"죽하관폭도, 글씨","나옹 이정, 해암 유경종, 표암 강세황",사망,null,"종이에 수묵담채, 종이에 먹","27×31.5cm_畵, 32×32cm_書","70,000,000",N/A
2017-05-22,송하관폭도,호생관 최북,사망,null,종이에 수묵담채,36×73.5cm,"120,000,000","120,000,000"
2017-05-22,화원위기,기야 이방운,사망,null,종이에 수묵채색,46×30cm,"30,000,000","46,000,000"
2017-05-22,묵포도12곡병,낭곡 최석환,사망,1877,종이에 수묵담채,119.5×365cm,"80,000,000","80,000,000"
2017-05-22,궐어도,소림 조석진,사망,null,비단에 수묵담채,35.5×132cm,"35,000,000","50,000,000"
2017-05-22,송하인물도,현재 심사정,사망,null,종이에 수묵담채,25.5×71cm,"55,000,000","60,000,000"
2017-05-22,연지백로도,활호자 김수규,null,null,종이에 수묵담채,144.5×126.5cm,"12,000,000","12,500,000"
2017-05-22,신선도,시산 유운홍,사망,null,비단에 수묵담채,24.8×23cm,"5,000,000",N/A
2017-05-22,묵매도,은봉,null,null,종이에 수묵,58×42cm,"3,000,000","3,100,000"
2017-05-22,산수화,작자미상,null,null,종이에 수묵담채,28×32.3cm,"4,000,000","5,600,000"
2017-05-22,산수도,운초 박기준,null,null,비단에 수묵담채,24.4×10.9cm,"2,000,000","2,000,000"
2017-05-22,산수도,운초 박기준,null,null,비단에 수묵담채,106.5×19.2cm,"2,000,000","2,600,000"
2017-05-22,마구간,작자미상,null,null,비단에 수묵담채,18.4×29.9cm,"3,000,000","3,000,000"
2017-05-22,산수인물도,작자미상,null,null,종이에 수묵담채,50.4×33cm,"2,000,000","2,000,000"
2017-05-22,기려도,작자미상,null,null,종이에 수묵담채,각 21.4×27.4cm,"2,000,000","4,000,000"
2017-05-22,"수하인물도, 견마도",작자미상,null,null,비단에 수묵담채,각 21.4×27.4cm,"3,000,000","3,100,000"
2017-05-22,아회도,작자미상,null,null,비단에 수묵담채,31.2×241.5cm,"3,000,000","12,500,000"
2017-05-22,성학십도,작자미상,null,null,흑지에 백묵,각 50×29.5cm,"3,000,000","3,000,000"
2017-05-22,산수도,작자미상,null,null,종이에 수묵담채,32.5×24.5cm,"2,000,000","3,400,000"
2017-05-22,불화 초본 5점,작자미상,null,null,종이에 수묵담채,53.8×37.2cm 외,"10,000,000","10,000,000"
2017-05-22,묵죽도,자하 신위,사망,null,종이에 수묵,114.5×60.5cm,"5,000,000","5,000,000"
2017-05-22,화조영모화첩,작자미상,null,null,종이에 수묵담채,23.4×22.3cm 외,"18,000,000","18,000,000"
2017-05-22,화조도8곡병,작자미상,null,null,종이에 수묵채색,각 105.8×35cm,"10,000,000","10,000,000"
2017-05-22,화조도8곡병,작자미상,null,null,종이에 수묵채색,각 68.5×40.5cm,"12,000,000","12,000,000"
2017-05-22,십장생도10곡병,작자미상,null,null,비단에 수묵담채,각 103.4×31cm,"15,000,000","17,000,000"
2017-05-22,화조영모도10곡병,작자미상,null,null,종이에 수묵담채,각 101.3×52.3cm,"25,000,000","26,000,000"
2017-05-22,초상,작자미상,null,null,비단에 채색,131×74.5cm,"10,000,000",N/A
2017-05-22,나무천태산상대성나반존자상,작자미상,null,null,종이에 수묵담채,116.0×76.5cm,"20,000,000",N/A
2017-05-22,산신도,작자미상,null,null,비단에 채색,75×61.4cm,"5,000,000","5,000,000"
2017-02-23,소녀,최종태,사망,1990,종이에 파스텔,49.5 × 34.5cm,"6,000,000","6,000,000"
2017-02-23,무제,박고석,사망,1969,종이에 수채,45.5 × 45.5cm (12호),"2,000,000","2,100,000"
2017-02-23,호수,석란희,사망,1987,캔버스에 아크릴릭,33 × 24cm (4호),"2,000,000","2,000,000"
2017-02-23,장미,황염수,사망,null,캔버스에 유채,24 × 33.5cm (4호),"1,000,000","1,000,000"
2017-02-23,소나무,황염수,사망,null,캔버스에 유채,27 × 23cm (3호),"6,000,000","6,000,000"
2017-02-23,해바라기,황염수,사망,null,캔버스에 유채,38 × 38cm,"1,000,000","3,000,000"
2017-02-23,산,황염수,사망,1973,캔버스에 유채,27 × 35cm (5호),"5,000,000","11,000,000"
2017-02-23,장미,황염수,사망,null,캔버스에 유채,50 × 60.5cm (12호),"45,000,000","42,000,000"
2017-02-23,닭과 병아리,박수근,사망,null,종이에 채색,16.3 × 25.2cm,"45,000,000","58,000,000"
2017-02-23,월미도,이인성,사망,null,나무에 유채,24 × 33cm (4호),"25,000,000","28,000,000"
2017-02-23,꽃,도상봉,사망,1957,캔버스에 유채,37.9 × 45.5cm (8F),"6,000,000","6,000,000"
2017-02-23,나무,장욱진,사망,1982,캔버스에 유채,17.5 × 13.5cm,"45,000,000",N/A
2017-02-23,6월의 萬景台,박고석,사망,null,캔버스에 유채,50 × 60.6cm (12F),"25,000,000",N/A
2017-02-23,바다,윤중식,사망,1979,캔버스에 유채,53 × 72.7cm (20P),"2,500,000","2,500,000"
2017-02-23,귀로(오리소녀),박창돈 (박돈),사망,null,캔버스에 혼합재료,72.7 × 60.6cm (20F),"2,000,000","2,000,000"
2017-02-23,-,조용익,사망,2004,종이에 아크릴릭,51.5 × 86.5cm,"13,000,000","13,000,000"
2017-02-23,무제,윤형근,사망,2003,린넨에 유채,16 × 25.8cm (2P),"24,000,000","24,000,000"
2017-02-23,피튜니아꽃,야요이 쿠사마,사망,null,종이에 아크릴릭,27 × 24cm,"22,000,000",N/A
2017-02-23,무제,권기수,사망,null,캔버스에 아크릴릭,91 × 116.8cm (50P),"9,000,000",N/A
2017-02-23,마릴린 vs 마오,김동유,사망,2013,캔버스에 유채,162.2 × 130.3cm (100F),"8,000,000",N/A
2017-02-23,월매도,월전 장우성,사망,1977,종이에 수묵채색,65 × 126.5cm,"3,000,000","3,000,000"
2017-02-23,물총새,월전 장우성,사망,1969,종이에 수묵채색,33 × 43cm,"20,000,000",N/A
2017-02-23,명춘,제당 배렴,사망,null,종이에 수묵담채,34 × 43cm,"4,000,000","5,000,000"
2017-02-23,유곡청람,남농 허건,사망,null,종이에 수묵담채,32.5 × 62.5cm,"3,000,000","3,000,000"
2017-02-23,배,풍곡 성재휴,사망,null,종이에 수묵담채,67 × 129cm,"3,000,000","3,100,000"
2017-02-23,산수도,풍곡 성재휴,사망,null,종이에 수묵담채,43 × 66cm,"10,000,000","10,000,000"
2017-02-23,설경,풍곡 성재휴,사망,1970.01.02,종이에 수묵담채,32 × 41.8cm,"7,000,000","7,700,000"
2017-02-23,"목련, 국화",구룡산인 김용진,사망,null,종이에 수묵담채,각 137.5 × 34.5cm,"3,000,000","3,000,000"
2017-02-23,복숭아,운보 김기창,사망,1970,종이에 수묵담채,24 × 33cm,"1,000,000","1,000,000"
2017-02-23,화조도,운보 김기창,사망,null,종이에 수묵담채,23.5 × 33cm,"11,000,000","29,000,000"
2017-02-23,비학도,운보 김기창,사망,1976,금지에 수묵채색,50 × 181cm,"1,000,000","1,600,000"
2017-02-23,청록산수,운보 김기창,사망,null,비단에 수묵담채,68.7 × 137.5cm,"35,000,000","35,000,000"
2017-02-23,사군자화첩(8폭),석촌 윤용구,사망,null,종이에 수묵,26.4 × 18.1cm,"7,000,000","7,500,000"
2017-02-23,묵죽도 2점,해강 김규진,사망,null,종이에 수묵,각 32.3 × 132.5cm,"5,000,000","8,500,000"
2017-02-23,설경산수,청전 이상범,사망,1959,종이에 수묵담채,32.5 × 137cm,"1,000,000","2,200,000"
2017-02-23,춘경산수,소정 변관식,사망,null,종이에 수묵담채,19.5 × 130cm,"1,000,000","2,000,000"
2017-02-23,묵매도,석련 이공우,사망,null,종이에 수묵담채,26 × 32.5cm,"2,000,000",N/A
2017-02-23,산수인물도,작자미상,null,null,종이에 수묵담채,28 × 25cm,"1,000,000",N/A
2017-02-23,목우도,전 양송당 김시,사망,null,종이에 수묵담채,75 × 48.5cm,"1,000,000",N/A
2017-02-23,초옥도,소당 이재관,사망,null,종이에 수묵담채,20 × 30cm,"2,000,000",N/A
2017-02-23,안음화림동,방호자 장시흥,null,null,종이에 수묵담채,36 × 46cm,"13,000,000",N/A
2017-02-23,원도,희원 이한철,사망,null,종이에 수묵채색,31.5 × 131cm,"5,000,000","9,000,000"
2017-02-23,행서대련,추사 김정희,사망,null,비단에 먹,각 95.5 × 34cm,"9,000,000","17,000,000"
2017-02-23,책가도4곡병,작자미상,null,null,종이에 수묵채색,각 63.5 × 34.5cm,"90,000,000","90,000,000"
2017-02-23,화조도8곡병,작자미상,null,null,종이에 채색,각 66.5 × 31cm,"3,500,000","3,500,000"
2017-02-23,화조도8곡병,작자미상,null,null,종이에 수묵채색,각 76 × 30cm,"3,500,000","3,500,000"
2017-02-23,운룡도,작자미상,null,null,종이에 수묵채색,95.6 × 60.5cm,"4,000,000","4,000,000"
2017-02-23,주희 초상,작자미상,null,null,비단에 채색,80.5 × 50cm,"1,500,000","1,500,000"
2016-11-21,무제,박영선,사망,null,캔버스에 유채,53×41cm(10),"2,000,000",N/A
2016-11-21,여인,임직순,사망,null,캔버스에 유채,145.5×97.5cm(80),"22,000,000",N/A
2016-11-21,오송도8곡병,남농 허건,사망,1978,종이에 수묵담채,94×316cm,"3,500,000",N/A
2016-11-21,화훼도,전 북산 김수철,null,null,종이에 수묵담채,102×34.5cm,"5,000,000","5,000,000"
2016-11-21,산수도,애춘 신명연,사망,null,비단에 수묵담채,148×29cm,"2,000,000","2,600,000"
2016-11-21,기려도,작자미상,null,null,비단에 수묵채색,21.2×10.2cm,"3,000,000","4,200,000"
2016-11-21,송하신선도,전 공재 윤두서,사망,null,종이에 수묵담채,25.5×21.0cm,"15,000,000","19,500,000"
2016-11-21,묵죽도,수운 유덕장,사망,null,종이에 먹,59×40.5cm,"7,000,000","7,200,000"
2016-11-21,산수도,단은 윤영시,사망,null,종이에 수묵담채,25x35cm,"3,000,000","5,000,000"
2016-11-21,누각아회도,고송유수관 이인문,사망,null,종이에 수묵담채,60.6×36.5cm,"40,000,000","40,000,000"
2016-11-21,백동자도,작자미상,null,null,종이에 수묵채색,53.3×164.5cm,"3,000,000",N/A
2016-11-21,송하호도,작자미상,null,null,종이에 수묵담채,111×64cm,"25,000,000",N/A
2016-11-21,화조도8곡병,작자미상,null,null,종이에 수묵담채,각 52.6×31.6cm,"5,000,000",N/A
2016-11-21,무제,황영성,사망,1985,캔버스에 유채,60.5×72cm(20),"3,000,000",N/A
2016-11-21,여인,정승주,사망,1990,캔버스에 유채,45.5×52.7cm(10),"1,000,000","1,000,000"
2016-11-21,산다는 이야기,김영주,사망,1979,캔버스에 유채,53×45.5cm(10),"1,000,000","1,300,000"
2016-11-21,누드,오승윤,사망,1986,캔버스에 유채,53×45.5cm(10),"3,500,000","6,400,000"
2016-11-21,무제,신명범,사망,null,캔버스에 유채,45.5×38cm(8),"600,000",N/A
2016-11-21,단양 사인암,남농 허건,사망,1975,종이에 수묵담채,63.8×32cm,"1,000,000","1,100,000"
2016-11-21,매조도,가혜 이방자,사망,null,종이에 수묵담채,35×62cm,"600,000",N/A
2016-11-21,서화회야작,심전 안중식,사망,null,종이에 수묵담채,30.8×148.3cm,"2,000,000",N/A
2016-11-21,화조도,죽리 김기엽,null,null,종이에 수묵담채,22.7×25cm 외,"2,000,000",N/A
2016-11-21,묵란도,소호 김응원,사망,null,종이에 수묵,139×38.5cm,"600,000",N/A
2016-11-21,해오라기,우석 이재면,사망,null,종이에 수묵,132.5×32.5cm,"600,000","650,000"
2016-11-21,묵란도,석운 박기양,사망,null,종이에 수묵,130×31.5cm,"600,000",N/A
2016-11-21,오동폐월도,심전 안중식,사망,null,종이에 수묵,64×34.4cm,"2,000,000","2,000,000"
2016-11-21,시창청공,소정 변관식,사망,null,종이에 수묵담채,60.5×64cm,"1,500,000",N/A
2016-11-21,노안도,이당 김은호,사망,1973,종이에 수묵담채,長 52,"1,000,000","1,000,000"
2016-11-21,해오라기,석연 양기훈,사망,null,비단에 수묵,108.3×49cm,"1,000,000","1,000,000"
2016-11-21,노안도,석연 양기훈,사망,null,비단에 수묵,130×40.5cm,"1,000,000",N/A
2016-11-21,만물대,석하산인 김우범,null,null,비단에 수묵담채,115×36.5cm,"800,000","800,000"
2016-11-21,묵매도,송파 이청흠,사망,null,비단에 수묵,119.5×34cm,"500,000",N/A
2016-11-21,석란도,소호 김응원,사망,null,종이에 수묵,129.5×31.5cm,"700,000",N/A
2016-11-21,신추풍미,심전 안중식,사망,null,종이에 수묵담채,134.5×38cm,"2,000,000",N/A
2016-11-21,산수도6곡병,묵로 이용우,사망,null,종이에 수묵담채,각 131×34cm,"3,000,000","3,000,000"
2016-11-21,아회도,작자미상,null,null,종이에 수묵담채,32×25.5cm,"3,000,000","3,100,000"
2016-11-21,고사도,작자미상,null,null,비단에 수묵담채,54×33cm,"1,000,000",N/A
2016-11-21,산수도,작자미상,null,null,비단에 수묵담채,28.2×25.5cm,"1,000,000","2,400,000"
2016-11-21,원앙도,작자미상,null,null,종이에 수묵,40×27.8cm,"1,000,000","1,000,000"
2016-11-21,산수도,작자미상,null,null,종이에 수묵담채,22.5×16.5cm,"1,000,000","1,000,000"
2016-11-21,산수인물도,작자미상,null,null,비단에 수묵,24×24cm,"2,000,000",N/A
2016-11-21,선인도,작자미상,null,null,비단에 수묵채색,각 59.5×47.5cm,"3,000,000",N/A
2016-11-21,고승진영,작자미상,null,null,종이에 수묵채색,42.0×57.0cm,"3,000,000","3,000,000"
2016-11-21,자수문자도,작자미상,null,null,비단에 자수,27×75cm,"1,000,000",N/A
2016-08-30,무제,김기린,사망,2001,종이에 유채,72.5×75cm,"15,000,000",N/A
2016-08-30,무제,김기린,사망,null,캔버스에 유채,115×80cm,"28,000,000",N/A
2016-08-30,세 아이,장욱진,사망,1977,캔버스에 유채,22×15.5cm,"100,000,000",N/A
2016-08-30,추경산수,청전 이상범,사망,1960,종이에 수묵담채,22.7×137.5cm,"15,000,000","23,000,000"
2016-08-30,설경산수,청전 이상범,사망,null,종이에 수묵담채,43×65.5cm,"12,500,000",N/A
2016-08-30,하경산수,청전 이상범,사망,1931,종이에 수묵담채,23.3×36cm,"7,000,000","7,000,000"
2016-08-30,오륙도,소정 변관식,사망,1948,종이에 수묵담채,31.5×82.5cm,"8,000,000","7,000,000"
2016-08-30,봉래산,심산 노수현,사망,1934,종이에 수묵담채,38×133cm,"5,000,000","5,000,000"
2016-08-30,풍속화 6점,월전 장우성,사망,null,종이에 수묵담채,각 26.8×21.5cm,"10,000,000",N/A
2016-08-30,묵란도,금리 전승조,사망,null,종이에 수묵,27×40cm,"3,000,000","4,000,000"
2016-08-30,묵죽도,수운 유덕장,사망,null,종이에 수묵,92.5×52.5cm,"4,000,000","5,600,000"
2016-08-30,송응도,현재 심사정,사망,null,비단에 수묵,26.5×16cm,"7,000,000","9,000,000"
2016-08-30,산수기려도,겸재 정선,사망,null,종이에 수묵,35.5×25cm,"35,000,000","35,000,000"
2016-08-30,요화하마도,겸재 정선,사망,null,비단에 수묵담채,20×14.8cm,"60,000,000","68,000,000"
2016-08-30,선고지과도,단원 김홍도,사망,null,종이에 수묵담채,85×46.5cm,"300,000,000",N/A
2016-08-30,염계상련,기야 이방운,사망,null,종이에 수묵담채,31×41.5cm,"12,000,000","85,000,000"
2016-08-30,하화도,북산 김수철,null,null,종이에 수묵담채,93.5×29.5cm,"12,000,000","12,000,000"
2016-08-30,화조도,석창 홍세섭,사망,null,비단에 수묵,138×30.5cm,"5,000,000","5,000,000"
2016-08-30,송응도,임당 백은배,사망,null,종이에 수묵담채,102×27.5cm,"5,000,000","4,400,000"
2016-08-30,묵매도8곡병,학석 유재소,사망,null,종이에 수묵,각 107.5×51.6cm,"15,000,000",N/A
2016-08-30,책가도8곡병,작자미상,null,null,종이에 수묵채색,각 54×33cm,"5,000,000","5,600,000"
2016-08-30,중국역대인물화첩 (84폭),작자미상,null,null,종이에 수묵채색,16.2×12cm,"7,000,000","8,700,000"
2016-08-30,접사,산정 서세옥,사망,2002,종이에 수묵담채,68.7×67.5cm,"3,000,000",N/A
2016-08-30,매조도,가혜 이방자,사망,null,종이에 수묵담채,33.5×42.7cm,"500,000","500,000"
2016-08-30,산수도,의재 허백련,사망,null,종이에 수묵담채,35.2×46.5cm,"1,500,000","1,900,000"
2016-08-30,매화도,월전 장우성,사망,1971,종이에 수묵담채,33×42.7cm,"650,000","750,000"
2016-08-30,산수도,벽천 나상목,사망,null,종이에 수묵담채,34×133cm,"750,000",N/A
2016-08-30,설경산수도,심향 박승무,사망,1972,종이에 수묵담채,32×104.5cm,"1,000,000",N/A
2016-08-30,사군자6곡병,석촌 윤용구,사망,null,종이에 수묵,각 26.2×20.7cm,"2,000,000","2,000,000"
2016-08-30,석란도,소호 김응원,사망,null,종이에 수묵,131.5×31.4cm,"700,000",N/A
2016-08-30,석란도,송파 이청흠,사망,null,비단에 수묵,121.7×37.5cm,"500,000","650,000"
2016-08-30,묵죽도,송은 이병직,사망,1929,종이에 수묵,125×31.2cm,"600,000","700,000"
2016-08-30,괴석도,소치 허련,사망,null,종이에 수묵,21.4×29.5cm,"1,500,000","2,100,000"
2016-08-30,묵란도,소호 김응원,사망,null,종이에 수묵,23.7×35.5cm,"1,000,000","1,400,000"
2016-08-30,묵란도,해강 김규진,사망,null,비단에 수묵,37.8×52.5cm,"1,000,000","1,000,000"
2016-08-30,선유도,작자미상,null,null,종이에 수묵,27×35.7cm,"1,000,000",N/A
2016-08-30,선유도,작자미상,null,null,종이에 수묵담채,26.7×36.3cm,"1,000,000",N/A
2016-08-30,"묵란도, 묵매도",작자미상,null,null,비단에 수묵,각 34×28.5cm,"1,500,000","1,800,000"
2016-08-30,"묵란도, 묵매도",작자미상,null,null,종이에 수묵담채,각 75×30.7cm,"4,000,000",N/A
2016-08-30,설경산수,작자미상,null,null,종이에 수묵,52×31.5cm,"1,000,000",N/A
2016-08-30,산수인물도,작자미상,null,null,종이에 수묵담채,75×41.3cm,"2,000,000","2,000,000"
2016-08-30,산신도,작자미상,null,null,비단에 채색,87.5×51.5cm,"1,500,000","1,600,000"
2016-06-16,물가풍경,사석원,사망,1989,종이에 수묵채색,49×91.5cm,,N/A
2016-06-16,농원,황영성,사망,null,캔버스에 아크릴,23×32cm,"600,000","600,000"
2016-06-16,마을,신명범,사망,1993,캔버스에 혼합재료,60.3×50.5cm,"1,000,000","1,000,000"
2016-06-16,파리풍경,김종하,사망,1975,캔버스에 아크릴,39.5×30cm,"1,300,000",N/A
2016-06-16,계룡산 설경,이종우,사망,1980,캔버스에 유채,27.3×22cm,"2,000,000","2,000,000"
2016-06-16,꽃과 여인,임직순,사망,1993,캔버스에 아크릴,71×89cm,"23,000,000","23,000,000"
2016-06-16,하경산수,청전 이상범,사망,null,종이에 수묵담채,23.3×37cm,"5,000,000","9,000,000"
2016-06-16,수국송뢰,청정 이여성靑汀 李如星,사망,1935,비단에 수묵담채,29.3×98.3cm,"8,000,000","8,000,000"
2016-06-16,꽃,천경자,사망,null,종이에 수묵담채,29.5×39.3cm,"10,000,000",N/A
2016-06-16,"화조도, 묵포도도",운보 김기창 외,사망,1961,종이에 수묵담채,133.5×33cm 외,"3,000,000",N/A
2016-06-16,화조도8곡병,묵로 이용우,사망,null,종이에 수묵채색,각 121×30.5cm,"5,000,000",N/A
2016-06-16,장미,내고 박생광,사망,null,종이에 수묵담채,59×33.7cm,"1,000,000",N/A
2016-06-16,묵매도,송파 이청흠,사망,1928,종이에 수묵담채,119×36.5cm,"500,000","500,000"
2016-06-16,"묵란도, 선면",소호 김응원,사망,null,비단에 수묵담채,17.5×52cm,"1,000,000","1,200,000"
2016-06-16,화훼도 합작,이당 김은호,사망,null,종이에 수묵담채,31.5×124.5cm,"800,000","800,000"
2016-06-16,화조도,관재 이도영,사망,null,종이에 수묵담채,130×32.3cm,"800,000","800,000"
