name,size,estimate,final_price
선화(육법공양...,68×35㎝,"300,000","300,000"
휘호('홍익인...,32.5×120.5㎝,"400,000",
휘호('침묵의...,31.5×120.5㎝,"300,000","450,000"
시고('양춘포...,44×35㎝,"2,000,000",
휘호('춘화추...,129×33㎝,"400,000","400,000"
휘호('용'),69×133㎝,"300,000",
묵서('눈을 ...,34×66㎝,"300,000","700,000"
휘호('무다산...,34.5×67㎝,"300,000","500,000"
조개들의 노래,41×32㎝,"1,200,000",
봄 향기,54×72.5㎝,"800,000",
가을의 정,33×53㎝,"500,000",
사찰 풍경,32.5×45㎝,"1,500,000","1,800,000"
무등산,33.5×45.5㎝,"1,000,000",
목포항,32×41㎝,"300,000","850,000"
한라산의 철쭉,65×91㎝,"800,000","800,000"
"개구리, 금붕...",16×56㎝,"7,000,000","7,000,000"
박연폭포,35.5×42.5㎝,"7,000,000",
태양과 새,39.5×40.5㎝,"300,000","350,000"
꽃을 든 여인,37×18㎝,"1,500,000","1,500,000"
물고기와 여인,52.5×45㎝,"3,000,000",
화신,65×91㎝,"1,000,000",
플라멩코,72.5×61㎝,"1,000,000","1,000,000"
선율,41×32㎝,"500,000","900,000"
등대,50×60.5㎝,"500,000","800,000"
북한산,61×73㎝,"800,000","800,000"
Festiva...,116×80㎝,"600,000",
바보산수,60×108㎝,"400,000",
Bird,41×42㎝,"300,000","300,000"
Butterf...,34×39㎝,"300,000","400,000"
우리는 우리의...,47×58㎝,"500,000",
Quelque...,38×28㎝,"800,000","800,000"
Vues de...,55×67㎝,"1,500,000","1,500,000"
Paris S...,54×70㎝,"1,200,000",
Homme a...,26.1×34㎝,"10,000,000",
동아일보 만평...,81×39㎝,"5,000,000",
EQUATIO...,77×56㎝,"800,000","800,000"
다이쇼 천황과...,53×64㎝,"10,000,000","10,000,000"
집모양 토기,47×44×46㎝,"800,000","1,200,000"
잡상(해치) ...,"①23.5×14×24㎝, ②23×11×21㎝","2,000,000","2,600,000"
새장식 기와 ...,"①18×14×26㎝, ②16×14×26㎝","1,500,000","2,000,000"
청자 화형잔 ...,"잔-6×9×3.5㎝, 잔대-5.5×4.5×10㎝","1,500,000","1,700,000"
분청 귀얄문호...,"①13×11×6㎝, ②12.5×10.5×6㎝","1,000,000","1,100,000"
분청 인화문발,9×19.3×5.3㎝,"800,000","800,000"
분청 귀얄문대...,"①8.5×18×6㎝, ②8×19×5.5㎝","1,000,000","1,100,000"
분청상감 어린...,29.5×5.8×10.5㎝,"8,000,000",
분청 인화문호,36.8×9.4×11.5㎝,"3,000,000","3,000,000"
분청상감 어문...,22×16×10㎝,"120,000,000",
백자청화 불로...,25×4.5×9㎝,"25,000,000",
백자철화 당초...,30.5×8.5×11㎝,"20,000,000","20,000,000"
백자청화 도화...,6×24×12㎝,"6,000,000","6,000,000"
백자양각 '제...,28×6.5×10.3㎝,"1,500,000","1,700,000"
백자 팔각호,15×11×10.5㎝,"800,000","800,000"
백자 대접,12×19×6㎝,"800,000",
백자 접시,3.5×14×8㎝,"2,000,000","2,000,000"
백자철화 갈대...,24.4×7.3×9.5㎝,"5,000,000","5,500,000"
백자양각 연봉...,5×4㎝,"3,500,000","3,500,000"
나주반,29×53×75㎝,"700,000","700,000"
도화문 서안,26×29×60.5㎝,"3,500,000","3,500,000"
연화반,27×46.5×38㎝,"600,000","600,000"
서각 옷걸이,182㎝,"1,000,000","1,000,000"
도제 나한상,20.4×11.5×17.5㎝,"1,800,000","1,800,000"
석조 화분 받...,15.3×23.5×40.5㎝,"600,000","1,000,000"
곱돌 화로,15×19.5×14㎝,"1,000,000","1,100,000"
옥제 거북선문...,5.5×4.2×7㎝,"800,000",
인장 11점*,총 11점 일괄,"800,000","800,000"
은제 작,15.5×5.8×14.5㎝,"3,500,000",
청동 용두향로,29×15.3×18㎝,"2,500,000","2,500,000"
유기 나비촛대,66.8㎝,"1,000,000",
조죽문 모담,331×117㎝,"7,500,000","7,500,000"
포도원숭이문 ...,2×27×17.5㎝,"25,000,000",
시전지판 2점,"①28.5×17㎝, ②23×8㎝","3,000,000","3,000,000"
지승 표형병,13㎝,"1,000,000","1,100,000"
목제 주전자·...,"주전자-14.5×10×11.5㎝, 잔-7.5×8.5×6㎝","1,500,000","1,600,000"
목제 약연,22×11.5×29.5㎝,"800,000","800,000"
좌등,48×29×29.5㎝,"1,000,000","1,000,000"
양금,8×22.5×74㎝,"1,000,000","1,000,000"
엔틱 회중시계...,4㎝(지름),"2,500,000","2,500,000"
은제 연초도구...,"받침대-2.8×17.8×27.3㎝, 케이스-5×8.3×10.5㎝, 재떨이-5×7.3×9.8㎝","1,200,000","1,200,000"
간첩,42.5×30.5㎝,"4,500,000","4,500,000"
창암서,31.5×9.5㎝,"2,000,000",
준천계첩,35×22.5㎝,"10,000,000",
선면 나들이,15.5×48.5㎝,"3,000,000",
선면 설경산수,14×51.5㎝,"4,500,000","4,500,000"
선면 산수화(...,17×55㎝,"800,000",
도원경도,38×68㎝,"3,500,000","3,500,000"
백목련,59×80㎝,"1,200,000","1,300,000"
준마도,32.5×32.5㎝,"2,000,000",
파교시여,27×37㎝,"1,500,000",
청산귀로,65×119.1㎝,"10,000,000",
상림유취,128.5×32㎝,"5,000,000",
원앙도,87×39.5㎝,"1,200,000",
대하당대선사진...,86×60.5㎝,"3,000,000","3,000,000"
수성노인도,103×73㎝,"50,000,000",
황룡도,108×62㎝,"20,000,000",
운룡도('수탁...,127×92㎝,"30,000,000",
청룡도,147×53.5㎝,"1,500,000","1,500,000"
백선도 2점,98.5×46.5㎝(2EA),"3,000,000","3,000,000"
책가도 2점,61×34.5㎝(2EA),"2,000,000","2,000,000"
신선백동자도 ...,55.5×33㎝,"50,000,000",
신장도 8폭병...,107.5×31㎝,"30,000,000",
모란도 8폭병...,109×46㎝,"35,000,000",
제주도 문자도...,98×32.5㎝,"25,000,000",
경기도 화조도...,112×33㎝,"18,000,000",
십이지신도 6...,46.5×31.5㎝(12EA in Six-Fold Folding Screen),"3,000,000",
묵서('용')...,115×71㎝(2EA in 1 Folding Formboard),"2,000,000",
백수백복도 대...,132×31㎝(2EA in 1 Folding Screen),"600,000",
휘호('한조전...,31.8×126.5㎝,"800,000",
창덕궁 부용정,49.5×61㎝,"800,000","900,000"
공곶이 수선화...,65×91㎝,"3,000,000",
비오는 중부고...,60×130㎝,"1,500,000","1,500,000"
한강 풍경,34.5×88.5㎝,"7,000,000",
Monolog...,24×34.5㎝,"2,000,000",
연(緣) - ...,29×37.5㎝,"1,000,000",
응집,53×45㎝,"2,500,000",
하이얀 바구니,65×53㎝,"2,000,000","2,000,000"
큰 소 이야기,37×44.5㎝,"700,000","800,000"
소녀와 공작새,100×65㎝,"3,300,000","3,600,000"
꾀잠,53×73㎝,"3,000,000",
꿈꾸는 방랑자...,80×80㎝,"6,000,000",
Petal-1,91×91㎝,"8,000,000",
이반과 작은 ...,80×80㎝,"12,000,000","10,000,000"
회귀,72.1×116.8㎝,"2,000,000",
음양 4,75.5×94㎝,"3,000,000",
FROM AN...,55.5×84.5㎝,"1,200,000","1,200,000"
백화만발,65×149㎝,"2,500,000",
2번 종점,91×116.8㎝,"7,000,000",
계절,87×47㎝,"8,000,000","8,000,000"
피에타,41.5×17×23.5㎝,"3,000,000","3,600,000"
Four Sa...,95×95㎝,"3,500,000","3,500,000"
It's Su...,95×95㎝,"3,500,000",
Mars Pl...,119×101.5㎝,"5,000,000",
Ghost w...,60.9×50.8㎝,"2,000,000","2,000,000"
Monster,75×59㎝,"10,000,000",
Emotion...,101.6×76.2㎝,"15,000,000","15,000,000"
Childre...,59×45㎝,"25,000,000",
Amen,91×61㎝,"7,000,000","7,000,000"
Got it!,114×146㎝,"18,000,000",
Star Or...,72×53㎝,"5,000,000",
Super F...,100×100㎝,"5,000,000","5,000,000"
I Don't...,100×110㎝,"5,000,000","5,000,000"
Existen...,58.4×40.6㎝,"4,000,000","4,000,000"
L'echap...,100×80㎝,"4,000,000",
Fake Fa...,91×60㎝,"2,000,000",
I Wish,53.5×45.5㎝,"1,500,000",
Windlas...,76.2×60.7㎝,"2,000,000",
Pop Cor...,72.7×60.6㎝,"3,000,000",
KOGYARU...,116.7×91㎝,"5,000,000",
Magenta...,50×50㎝,"3,000,000",
Girl & ...,72.6×60.7㎝,"2,000,000",
Birds -...,100×100㎝,"5,000,000",
D,50×40㎝,"1,000,000",
My Aero...,100×100㎝,"3,000,000","3,000,000"
The Gra...,50×60㎝,"1,000,000",
In Love...,120×120㎝,"3,000,000","3,000,000"
Sonic,72.7×60.9㎝,"2,000,000",
INSIDE ...,91×91㎝,"3,500,000","3,500,000"
Last Ca...,50.8×40.6㎝,"2,000,000",
Tints,35.5×30.5㎝,"3,000,000","3,300,000"
CONNECT...,36×36㎝,"500,000",
If I Fe...,92×92㎝,"6,000,000",
2 Arhat...,68×68㎝,"1,500,000",
Eyewate...,70×50㎝,"2,000,000",
VENUS (...,60×50㎝,"800,000",
Between...,65×50㎝,"3,000,000","3,000,000"
"Dream, ...",47×41.5㎝,"2,000,000",
I HATE ...,76×56㎝,"2,500,000","2,500,000"
I'VE GO...,76×56㎝,"3,000,000",
Pop Gun,47×35.5㎝,"2,000,000",
I bet t...,92×73㎝,"1,000,000","1,000,000"
Chroma,100×75㎝,"6,000,000","6,000,000"
Toco To...,76×60㎝,"1,500,000",
Can't G...,90.3×90.3㎝,"1,000,000","1,000,000"
Epic Fi...,76.2×106.7㎝,"2,500,000",
Floresc...,61×61㎝,"2,500,000",
Hot Blu...,85×75㎝,"2,000,000",
INVADED...,100×100㎝,"5,000,000",
Ada Fou...,76.5×56.5㎝,"5,000,000","5,000,000"
Sunset ...,139.7×106.7㎝,"15,000,000",
Dancer ...,74×54×8㎝,"15,000,000",
B-GIRL ...,36㎝,"3,000,000",
The Mod...,35.5㎝,"2,000,000",
Mystiqu...,30×19×22㎝,"2,000,000",
Dear Wo...,31㎝,"2,000,000",
ASHPAN ...,15×13×13㎝,"2,000,000",
KAWS:HO...,17×15×15㎝,"1,000,000",
Flat Co...,100×97㎝,"1,000,000",
토기 승석문호...,"①29×17㎝, ②28×16㎝, ③26×16㎝","500,000","1,000,000"
"토기 병, 토...","병-23×3.7×11㎝, 합-15×16.5×8.5㎝, 잔①-12.3×13.5×7㎝, 잔②-10.5×12.5×6.5㎝, 잔③-9.3×10.5×6.5㎝","400,000","500,000"
청자 광구병,29×9×9.5㎝,"3,000,000",
청자 잔,6.5×5.5×3.5㎝,"300,000","550,000"
분청 귀얄문병,26.5×6.8×8.3㎝,"1,000,000","1,000,000"
분청박지 초화...,26.3×6.2×8.5㎝,"600,000","600,000"
청자양각 화훼...,8×18×6㎝,"1,500,000",
청자양각 선문...,3.5×12.5×3.5㎝,"300,000",
청자양각 운문...,"운문-17.5×19×6.5㎝, 초화문-8×18×5.5㎝, 인화문-6×19.5×5.5㎝","1,500,000","1,500,000"
청자양각 당초...,"당초문-4.5×18×7㎝, 여지문-7.7×18.5×5.5㎝","600,000","700,000"
분청 귀얄문잔,4.2×11.5×4㎝,"300,000","450,000"
백자청화 '방...,12.5×15×12.5㎝,"1,000,000","1,200,000"
백자진사 시문...,29.5×3.8×9㎝,"2,500,000","2,700,000"
백자 잔,5.2×7.7×5㎝,"400,000","800,000"
백자음각 화문...,6.5×10×7㎝,"1,200,000","1,300,000"
백자 보주형연...,4×5.5㎝,"1,000,000","1,100,000"
백자양각 매화...,4×7.5×8.3㎝,"1,000,000","1,000,000"
백자 팔각연적...,"팔각-3.5×3.5㎝, 산수문-2.5×5×5㎝, 운문-3.5×3㎝","1,000,000","1,100,000"
백자철화 화문...,6.5×4×4.5㎝,"1,000,000","1,000,000"
흑유 편호,31.5×11×10㎝,"3,000,000","3,000,000"
백자철화 쌍어...,"쌍어문-21.5×14×11㎝, 석류문-48.5×21×20.5㎝, 국화문-33×17×14㎝","400,000","600,000"
분청 푼주,17×34.5×14㎝,"600,000","600,000"
분청 인화문합...,"인화문-15×18×9.5㎝, 장생문-36.8×18×7㎝, 어문-28.5×30.5×14㎝","400,000","400,000"
백자 병 ('...,28×6.5×8.5㎝,"500,000","800,000"
백자 접시 (...,4.5×28×20㎝,"2,500,000","3,400,000"
백자 반상기·...,"반상기大-7.1×14.8×5.5㎝(4EA), 반상기中-5.4×15×6.7㎝, 반상기小-6.8×11.5×5.5㎝(4EA), 잔-6.8×7.8×3.8㎝(2EA), 잔대-2.9×12.4×6.2㎝(2EA)","500,000","1,100,000"
강원도 반닫이,107.5×44×98㎝,"300,000","350,000"
백동 반닫이,84.5×36×95㎝,"400,000","400,000"
목제 호랑이부...,50×32㎝,"1,500,000",
운학문 후수,97×32㎝,"1,200,000",
냉금지 5묶음,33.5×9㎝(5EA),"300,000",
자물쇠 36점,총 36점 일괄,"1,200,000","1,200,000"
다리미 9점,총 9점 일괄,"300,000","300,000"
청동 합 3점,"大-10.5×21.5×20.5㎝, 中-13×16.5×16㎝, 小-11×15×11㎝","1,500,000",
"청동 합, 청...","합-11×17.5×17㎝, 병-29.5×8.3×9.5㎝","400,000","400,000"
유기 작 Se...,19×8×17㎝(2EA),"300,000","300,000"
백동 장생문화...,21×19×19㎝,"3,000,000",
운룡문 징니연...,5×31×32㎝,"1,200,000",
운룡문 단계연,2.5×17.5×16.8㎝,"600,000",
파초문 벼루·...,"벼루-2.8×24.5×14㎝, 벼루함-15×31×17㎝","300,000",
곱돌 주병·잔,"주병-20.5×5.5×7.5㎝, 잔-8.5×7.2×4.5㎝","800,000","800,000"
목조 해태 장...,20×22×46㎝(2EA),"300,000","400,000"
목제 삼형제필...,14.5×8.5×19㎝,"300,000","300,000"
함지박 12점,총 12점 일괄,"300,000","300,000"
나전칠기 석죽...,1.3×11×12㎝(10EA),"800,000",
낙선재 주칠 ...,8.5×13.2×8.8㎝(8EA),"1,000,000",
활·화살 Se...,79.5×107.5㎝,"500,000",
금제 용봉문접...,20.5×20.5㎝,"1,500,000",
앤틱 탁상시계...,총 5점 일괄,"400,000","400,000"
밀양박씨세보 ...,"세보-31.5×22.2㎝(23EA), 박씨약사목록-26.6×18.5㎝, 숭덕전지-30×20㎝(2EA)","300,000","300,000"
"선고래찰수집,...","선고래찰수집-29.5×27㎝, 묵서첩-24×27.5㎝","500,000","500,000"
춘화첩(12폭...,16.5×21㎝,"800,000",
윤도,54.5×55㎝,"300,000","450,000"
선면 묵매도,15×45.5㎝,"300,000","300,000"
선면 묵란도,16×50㎝,"400,000","300,000"
선면 묵죽도,16×51.5㎝,"300,000",
괴석조도,28×36㎝,"300,000","300,000"
매하관일도,34×34㎝,"2,000,000","2,400,000"
고사인물도 대...,72×36.5㎝(2EA),"800,000",
기마행려도,30×44.5㎝,"300,000",
송하초옥도*,21×19.8㎝,"300,000","450,000"
시창청공,33.5×131㎝,"400,000","500,000"
송조도('환영...,32×125.5㎝,"500,000","600,000"
산수화 6폭(...,69×236.5㎝,"400,000",
공작도('부귀...,93.5×182.5㎝,"400,000","400,000"
전가풍미,32×125.5㎝,"3,000,000","3,000,000"
수정관폭,128.5×32㎝,"5,000,000","5,000,000"
"묵란도, 묵죽...",126×30㎝,"600,000","600,000"
묵국도,119×31.5㎝,"300,000","300,000"
매조도('방송...,94×27㎝,"1,500,000","1,500,000"
수동석부귀여창,105×59.5㎝,"300,000","400,000"
강상도('산사...,116×30㎝,"1,000,000",
황현 초상화,79×45㎝,"2,000,000","3,000,000"
아미타불화,121.5×51㎝,"500,000","3,000,000"
호작도 8폭병...,106×40㎝,"4,000,000","30,000,000"
평생도 10폭...,125.5×39㎝,"2,500,000","5,200,000"
고동기 10폭...,100.5×19㎝,"300,000","400,000"
산수화 6폭,57×33㎝,"1,000,000","1,600,000"
누각산수도 1...,104×32㎝,"1,000,000","1,100,000"
초사기,24.5×44㎝,"300,000",
묵서('묘갈명...,129×58㎝,"600,000",
휘호('예지의...,108.5×31㎝,"300,000","300,000"
휘호('성심'...,32×84㎝,"300,000","350,000"
휘호('실사구...,34×136.5㎝,"2,000,000","2,200,000"
묵서('소리에...,25.5×80.5㎝,"300,000","500,000"
민가,23×16㎝,"400,000","400,000"
정하,33.5×24㎝,"800,000","800,000"
해바라기 풍경,53.5×41㎝,"800,000","800,000"
매물도 등대,52×63㎝,"500,000","500,000"
PARIS,38×45.5㎝,"500,000","500,000"
지리산 피아골...,59.5×90.5㎝,"300,000","300,000"
파리 라스팔에...,39.5×30㎝,"400,000","400,000"
가을 정물,45.5×53.5㎝,"300,000","350,000"
파리의 창,53×46㎝,"500,000","700,000"
"실향민, 고향...",72.5×60.5㎝,"2,000,000","2,000,000"
초상화 2점,33×24㎝(2EA),"600,000","700,000"
소녀,63.5×40.5㎝,"600,000","1,000,000"
근축,29.5×34㎝,"1,000,000",
제주생활의 중...,21×16.5㎝,"3,000,000",
물방울,73×58㎝,"3,000,000","3,000,000"
Work 3,73×91㎝,"1,500,000",
농원,26×33.5㎝,"300,000","400,000"
미래를 향한다,91×117㎝,"700,000",
토기 화로,30×34.5×30㎝,"600,000","700,000"
토기 장경호 ...,총 20점 일괄,"1,500,000","1,600,000"
토기 굽다리합...,총 31점 일괄,"1,000,000","1,200,000"
토기 호·병 ...,총 15점 일괄,"600,000","700,000"
오리모양 토기,11.5×6×17.5㎝,"3,500,000",
토우,9㎝,"1,000,000","1,300,000"
청자 원숭이연...,9×5.5㎝,"12,000,000","15,000,000"
청자 완 6점,"①5.7×15.5×6㎝, ②5.7×16.5×6㎝, ③5.8×16.5×6㎝, ④5.8×16.2×5㎝, ⑤5.7×13.6×5㎝, ⑥5.5×14.5×4.5㎝","1,000,000","1,000,000"
청자양각 국화...,"완-6×16.5×4.5㎝, 대접-7×18.5×6.5㎝","2,700,000",
청자음각 초화...,"초화문-3.5×8×5.5㎝, 운학문-5×8.5×4.5㎝, 목단문-4×7×4㎝","4,000,000","4,000,000"
청자음각 뇌문...,5.5×10×4㎝,"500,000",
녹청자 양이푼...,16.5×27×9㎝,"3,500,000","3,500,000"
분청 덤벙장군,31.5×7×16㎝,"500,000","700,000"
분청 인화문합,16×15×7.5㎝,"3,000,000","3,000,000"
청자양각 연엽...,27.5×3×9.5㎝,"25,000,000","25,000,000"
백자철화 해태...,12×7.5×10.5㎝,"8,000,000","8,000,000"
백자 유개사이...,26×9×8.5㎝,"6,000,000","6,000,000"
백자청화채음각...,19.5×3.2×8㎝,"1,500,000",
백자청화 '영...,13.5×9×8.5㎝,"500,000","700,000"
내사용 주칠나...,131.5×42×72㎝,"15,000,000","16,000,000"
통영 나전칠기...,144×38×85㎝,"1,500,000","1,500,000"
통영 삼층농,184×39.5×86㎝,"3,500,000","3,500,000"
박천 반닫이 ...,"①79.5×40.5×89.5㎝, ②79.5×41×90㎝","600,000",
휴대용 약장,37×14×86㎝,"500,000","500,000"
서견대,28×31×33㎝,"2,800,000","2,800,000"
만자문 교의,102×23.5×40㎝,"800,000","1,000,000"
해주반 3점,"①25×32×40㎝, ②26×32×44㎝, ③24×35×45㎝","500,000","500,000"
목각 난초도,30×61㎝,"500,000","600,000"
목각 반야바라...,161×296㎝,"500,000","700,000"
석조 거북문약...,22×20×57㎝,"700,000","1,700,000"
"청동 향합, ...","향합-7.5×10×8㎝, 향로-26.5×10×10㎝","4,000,000","4,000,000"
곡옥 2점,"녹-2.7㎝, 백-3㎝","1,000,000","1,100,000"
목제 호패 3...,"①10.8㎝, ②8.1㎝, ③9㎝","1,000,000","2,500,000"
"유건, 상투관...","유건-22×27㎝, 삼투관-9.5×5×6.2㎝, 정자관-19.5×32㎝","600,000","600,000"
"목안, 목안보","목안-18.8×28×10㎝, 목아보-33×36㎝","1,800,000",
목제 등잔대 ...,"①61㎝, ②60.5㎝, ③44㎝, ④42.5㎝","500,000","500,000"
청동 양이화병,33.5×8×8.3㎝,"1,200,000","1,600,000"
청동 양이병,23.5×3.5×5㎝,"800,000",
백동 신선로,15.5×5.5×11.5㎝,"400,000","400,000"
해시상회 나전...,4.5×31.5×31.5㎝,"400,000",
칠보 호랑이,15.5×12.5㎝,"400,000","600,000"
"활, 화살, ...","①37×58.5㎝, ②93㎝","1,000,000","1,100,000"
샤또 무똥 로...,31㎝(2EA),"1,000,000","2,000,000"
양주 6점,총 6점 일괄,"1,200,000","2,200,000"
선원보략 7책,35×24㎝,"600,000",
평사리동약,34×25.5㎝,"500,000",
세저옹엄무국양...,32×26㎝,"500,000","1,300,000"
사마소전답양안,49×29.5㎝,"1,000,000","2,100,000"
나조유묵 김생...,31.5×16㎝,"1,000,000","4,200,000"
해좌전도,99×55.5㎝,"5,000,000",
조선전도,79.5×51㎝,"15,000,000","15,000,000"
삼천년결실지도...,"삼천년결실지도-52×35.5㎝, 세한이우-41×47㎝, 휘호-28×53㎝","800,000","800,000"
"편지, 송하초...","[2EA in 1 Frame]편지-24×19㎝, 그림-24×55.5㎝","2,000,000",
월재상방제품정,49×69㎝,"800,000","1,000,000"
목동,31.5×41㎝,"600,000","800,000"
송죽다수색,63×118㎝,"400,000","600,000"
"선면 석란도,...","선면-16×51㎝, 묵란도-30.5×43.5㎝","1,000,000",
견월도,130×30.5㎝,"5,000,000","8,500,000"
호죽도,122×40.5㎝,"4,000,000","4,300,000"
춘풍화농,37×128㎝,"700,000","700,000"
이우병석,31×122㎝,"600,000","600,000"
밑그림 10장,46×32.5㎝(10EA),"1,000,000","1,000,000"
송하초옥도,149×41㎝,"1,000,000","1,100,000"
노송도,123×55㎝,"800,000",
전려도,28.5×46㎝,"500,000","1,100,000"
선인관수도,105×37.5㎝,"500,000","500,000"
관음보살도,73.5×49㎝,"800,000","800,000"
나무묘법연화경...,49.5×25㎝,"500,000","500,000"
시왕도*,115×49㎝,"1,000,000",
구운몽도 8폭...,105×32㎝,"20,000,000",
합작 백납도 ...,122.5×43.5㎝,"2,500,000","2,500,000"
하경산수 8폭...,102×321㎝,"2,000,000","2,000,000"
학 6폭병풍,69.5×44.5㎝,"600,000","1,100,000"
관동팔경도 7...,63×35㎝,"500,000","5,600,000"
묵서 8폭,108×50㎝,"1,500,000",
휘호('화의죽...,31×125㎝,"500,000","800,000"
시고 대련 2...,"①84×25.5㎝(2EA), ②104×21㎝(2EA)","600,000","1,500,000"
정물 2점,"①24×19㎝, ②24×33㎝","500,000",
신흥사,73×91㎝,"500,000","1,600,000"
평양 흥청거리,46×91㎝,"1,000,000","1,000,000"
노을,61×122.5㎝,"1,200,000","1,200,000"
East Si...,53.5×72.5㎝,"1,000,000","1,000,000"
시냇가,46.5×53㎝,"1,000,000","1,000,000"
산림,74×60.5㎝,"1,200,000",
도봉산 잔설,66×90.5㎝,"1,500,000","1,700,000"
해변,50.5×65.5㎝,"400,000","400,000"
어촌,37.5×44.5㎝,"700,000","800,000"
폭풍 후의 방...,91×73㎝,"1,500,000",
친구,20×14㎝,"1,500,000",
새야 새야,25×35㎝,"500,000","500,000"
망향,61×76㎝,"500,000","500,000"
생명의 노래,45×52㎝,"1,500,000","1,500,000"
미광,64.5×52.5㎝,"12,000,000",
EDUCATI...,139.5×140.5㎝,"3,500,000","3,000,000"
제주 생활의 ...,39×32.5㎝,"3,000,000","3,000,000"
화려한 외출,72×91㎝,"500,000","1,000,000"
공간의 재구성,40×40㎝,"500,000","600,000"
시화도('강우...,33×46.5㎝,"1,500,000","1,500,000"
Happy F...,44×74.5㎝,"1,000,000","1,000,000"
소나무,22×44㎝,"1,000,000","1,100,000"
Red man...,103×72㎝,"1,000,000","1,000,000"
A Port ...,90.5×75.5㎝,"4,000,000","5,300,000"
Balleri...,58×14.5×14.5㎝,"500,000","1,000,000"
Verano ...,"①30㎝, ②39.5㎝, ③32㎝","600,000","1,000,000"
모녀,60㎝,"1,300,000",
정,51㎝,"1,200,000","1,200,000"
백초 배정일 ...,87×26×33.5㎝,"800,000","800,000"
탈,29.5×30×39㎝,"1,500,000",
토기 승석문양...,27×16.5㎝,"300,000","350,000"
토기 기하문합,10.5×11㎝,"300,000","500,000"
토기 유개손잡...,9×7×4.3㎝,"400,000","500,000"
"토기 불기, ...","①17×17×13㎝, ②24×16×16㎝, ③10.5×8.5×9.5㎝, ④15×9.5×6㎝, ⑤11×12.5×9㎝, ⑥7.2×8×7.5㎝, ⑦11.5×10×6.5㎝","300,000","350,000"
문양전 4점,총 4점 일괄,"200,000","250,000"
잡상(천산갑),32×11×23㎝,"300,000","450,000"
용문 기형와,31×14.5×22㎝,"200,000","300,000"
청자상감 류연...,31×6.8×7.8㎝,"9,000,000","9,000,000"
청자상감 연화...,32.5×9×12㎝,"800,000","900,000"
청자상감 향합...,"①3.3×3×2㎝, ②3×3×2㎝, ③2.5×3×2.8㎝","5,500,000","5,500,000"
"청자 잔, 청...","①7×10.5×5.5㎝, ②5×10.5×4㎝, ③5×12.5×4.5㎝, ④5×11.5×4.5㎝, ⑤5×12×5㎝, ⑥3×11.5×4.5㎝, ⑦2.2×12×5㎝, ⑧3.8×13.4×4㎝, ⑨6×7×2.7㎝","300,000","950,000"
백자 병 3점,"①20.5×3.5×8.5㎝, ②29×8×10.5㎝, ③22×5×8.5㎝","400,000","800,000"
석간주 호 2...,"①25.5×6.5×8㎝, ②18.5×11×10.5㎝, ③10×6.8×6.5㎝","300,000","300,000"
백자청화 오리...,"①4.5×3.5×3.5㎝, ②4.5×3×2.8㎝","600,000","600,000"
백자 타구,13×10×10㎝,"300,000","750,000"
백자 탕기,11×15×10.5㎝,"600,000","600,000"
"백자 완, 분...","①8×19×5.5㎝, ②8×18.5×5.5㎝, ③7.3×18.5×6㎝, ④7.3×14.5×7㎝","300,000","1,000,000"
백자 잔 12...,총 12점 일괄,"300,000","700,000"
물항아리,57×53×24㎝,"200,000","200,000"
백자철화 매죽...,30×16×16㎝,"300,000","550,000"
분청 호,29×14.5×14㎝,"500,000","600,000"
분청진사 호,33×16.5×14㎝,"500,000","1,300,000"
녹청자 다기 ...,"주전자-10×9×6.3㎝, 숙우-7.5×15×5.5㎝, 잔-5×7.2×4㎝(5EA), 잔대-12×12×5㎝(5EA)","300,000","350,000"
전주 이층장,103.5×37.5×77㎝,"3,000,000","3,000,000"
전라도 이층농,153×45.5×100㎝,"1,200,000","1,200,000"
주칠 이층농,157×41×81㎝,"1,000,000","1,100,000"
평양 반닫이,89×43.5×90㎝,"300,000","450,000"
화각 풍속문사...,157×33.5×57.5㎝,"500,000","900,000"
먹감 연상,27.3×26×36.5㎝,"800,000","800,000"
먹감 경대,16.5×29×21.5㎝,"300,000","350,000"
주칠 장생문화...,17.5×28×24.5㎝,"2,000,000",
"신주함, 교의","신주함-30×12×11.5㎝, 교의-131×25×39㎝","200,000","400,000"
서각(시고),19×50㎝,"500,000","500,000"
현판('청정시...,35.5×73㎝,"200,000","200,000"
목제 떡살,4×15×73㎝,"1,000,000","1,000,000"
문짝 일괄,"①189.5×57.5㎝, ②180×50.5㎝(2EA), ③177×66㎝(2EA)","200,000","550,000"
오층 석탑,192×58×62㎝,"10,000,000","10,000,000"
석조 민불,41㎝,"500,000","500,000"
석조 동자상,73㎝,"500,000","600,000"
"맷돌, 풀매","맷돌-15×25×25㎝, 풀매-26×39×28㎝","300,000","300,000"
"석조 물확, ...","물확-27×61㎝, 절구①-69×44×31㎝, 절구②-58×42×28㎝","500,000","600,000"
청동 '만수무...,14.5×13×17㎝,"600,000","1,100,000"
유기 촛대,72㎝,"500,000","500,000"
주석 휴대용 ...,"①17㎝, ②15㎝","500,000",
유기 '수복'...,23.7×28×19.5㎝,"400,000",
방짜유기 제기...,Set 일괄,"300,000","500,000"
석조 거북형약...,20×10×23㎝,"3,500,000","3,500,000"
"갓, 갓끈, ...",총 4점 일괄,"200,000","200,000"
삼베 일괄,일괄,"500,000","500,000"
은제 칠보 노...,"①42㎝, ②34㎝, ③33㎝, ④30㎝","3,500,000","3,500,000"
